0.0437878, -0.173362, -0.0235903, -0.219296, -0.115315, 0.0304087, -0.0169508, -0.0426748, 0.0607207, 0.197605, 0.00786831, 0.103281, -0.188263, 0.123507, -0.0862046, 0.095714, -0.0961593, -0.040985, -0.00136278, 0.105096, 0.0557517, 0.0668012, -0.218988, -0.13923, 0.0307852, 0.10648, 0.127726, 0.137765, 0.0848459, -0.100906, -0.0204205, 0.0859563, 0.133951, -0.0509531, -0.0166798, -0.149698, -0.0803589, 0.0331144, -0.080657, 0.0717167, -0.0545788, -0.0638368, -0.0132185, 0.128354, -0.146712, 0.0236744, -0.000131383, -0.282496, 0.0456258, 0.104426, -0.136251, -0.103801, -0.0439733, -0.0662212, 0.279316, 0.101582, 0.107373, -0.0315145, -0.0770645, -0.0399071, 0.0495107, 0.0306612, 0.0725007, 0.0543077
-0.0387129, 0.0396763, -0.0442565, 0.121344, -0.084516, 0.000687958, 0.0561056, 0.0915357, -0.0533024, -0.0547453, -0.0795651, 0.0283707, 0.026071, 0.0892417, 0.0777908, 0.0665022, -0.0293996, -0.12711, 0.121307, -0.120718, -0.194838, 0.0785404, -0.024123, -0.116275, -0.0708337, -0.0104521, 0.0206251, -0.0908052, 0.0169904, -0.0882892, -0.238384, 0.0716752, 0.0275617, -0.0557218, 0.0357928, 0.0700528, -0.10898, -0.0641834, -0.156811, 0.035776, 0.0542679, -0.000759804, 0.035134, 0.0451216, -0.0287966, 0.117582, -0.0341218, -0.0476011, 0.0548545, 0.0535888, -0.155817, 0.0671604, 0.0276118, 0.0101949, 0.258655, -0.0136606, 0.048447, 0.00138018, 0.00774659, 0.057658, -0.0306426, -0.156622, 0.0388683, 0.13801
-0.153622, -0.281636, -0.0951976, 0.120553, -0.0707409, 0.0129656, -0.126588, 0.06845, 0.117066, 0.116976, 0.130388, 0.0855897, -0.00114559, 0.00267351, -0.00967304, 0.122929, 0.0914236, 0.104045, -0.165097, 0.00251934, 0.0375463, -0.132903, -0.0795322, -0.095342, -0.068101, -0.194211, -0.191794, -0.0331863, 0.0850499, 0.0447229, 0.00957277, -0.0222782, -0.0127427, 0.00904313, 0.0180357, -0.0570331, -0.158557, 0.253839, 0.00560528, 0.133534, 0.043515, -0.188035, -0.00618972, 0.205757, 0.0202108, -0.0449504, 0.0280902, -0.10285, -0.133268, -0.137583, -0.0646729, 0.0760799, -0.148241, -0.0169974, 0.0301889, 0.0181284, -0.197128, 0.0487876, -0.147857, 0.0474654, -0.0390405, -0.0297154, -0.150891, 0.065055
-0.0648232, -0.0515675, -0.0440498, -0.0459902, 0.161152, -0.288735, -0.0670466, 0.0571493, 0.089366, -0.173751, 0.045867, 0.0176459, -0.228124, -0.0172071, -0.0737137, 0.0575976, 0.126437, -0.116902, 0.143547, 0.0387899, -0.043849, 0.305041, 0.123949, 0.233908, -0.287882, -0.242242, -0.291313, 0.271219, -0.0232362, 0.145893, 0.107119, 0.000794539, -0.0128892, -0.256028, -0.295474, 0.057639, -0.234452, 0.0227229, -0.105247, -0.0771191, -0.223763, -0.0247261, -0.22012, -0.366962, 0.050872, -0.220078, 0.0524495, -0.0431251, -0.0318615, 0.307952, -0.245055, 0.0502606, 0.0652847, 0.0168206, -0.0119123, -0.174818, -0.170232, 0.095011, 0.191743, -0.025875, 0.298975, -0.107241, 0.0171867, 0.208212
0.0820451, 0.00178461, 0.0813196, 0.17244, 0.114719, 0.0303998, -0.0353309, -0.0884432, 0.0560638, 0.125972, 0.0393091, -0.0510499, -0.0692773, 0.00511932, -0.0430289, 0.0713087, -0.0584971, 0.0988291, 0.0967469, 0.0816386, 0.015096, -0.0607059, 0.0725693, -0.0252321, -0.174732, -0.0381924, -0.0864937, -0.115682, 0.0183194, 0.0147632, -0.0931376, 0.0879226, -0.0322272, -0.0992527, -0.0120486, 0.0263164, -0.0100077, 0.112488, -0.0313295, 0.0668744, 0.109909, -0.104022, 0.0844083, -0.0268964, 0.111736, 0.0280034, 0.144105, 0.100278, 0.0435062, 0.103465, 0.0963237, -0.180305, 0.000345971, -0.100266, -0.0162639, 0.0468488, -0.0429823, 0.0324363, 0.0773624, -0.0390961, 0.0469946, -0.0436808, -0.0562207, 0.0368455
0.0996133, -0.106366, -0.0678815, -0.157648, 0.164674, -0.195273, 0.0260647, -0.0473995, -0.12039, -0.309416, -0.0189064, 0.230274, 0.0324854, -0.0350612, -0.131454, -0.0331154, 0.503621, 0.153219, -0.0586534, -0.123011, -0.0616003, 0.229193, -0.155187, 0.132468, 0.0444406, -0.0474021, -0.0190382, 0.365223, -0.0397736, 0.0613683, 0.127794, 0.0276691, 0.496569, -0.02462, -0.154921, 0.105618, 0.0409574, -0.1325, -0.128084, -0.232633, 0.0350618, 0.370839, -0.202291, -0.284495, 0.0970306, 0.165674, -0.0298825, 0.242705, 0.0719399, 0.106786, 0.15779, -0.0804827, 0.101562, -0.229816, -0.162715, -0.327647, 0.04228, 0.256971, 0.111867, -0.0379174, 0.0184851, -0.126299, -0.306571, -0.022172
0.0810652, -0.176346, -0.0547721, 0.148163, 0.126813, 0.0766886, -0.169585, -0.0254351, 0.00511015, 0.167575, 0.0680125, 0.188677, 0.0854632, -0.0566053, -0.0123921, 0.0142843, -0.0432753, 0.0604688, -0.0374063, -0.0103348, -0.109503, 0.0128614, -0.240297, -0.0116404, 0.0711121, -0.102975, -0.0243736, 0.0247662, 0.0309544, 0.0242345, -0.118905, 0.0605166, 0.0660995, -0.0548509, -0.0484998, -0.0803428, -0.0848002, 0.000414461, 0.0222175, 0.103435, -0.0596042, -0.15176, 0.202569, 0.0540163, 0.0293355, -0.056548, 0.00813635, -0.0949584, -0.00634965, 0.159734, -0.203207, -0.187083, -0.0132633, -0.0135687, 0.0409918, 0.0567196, -0.0876506, -0.0595263, 0.0208365, 0.175728, -0.0109546, 0.10753, 0.0155464, 0.0219327
0.170784, -0.0157739, 0.37206, 0.404037, -0.263862, 0.383094, -0.00678144, 0.168734, 0.309379, 0.102289, 0.0227585, 0.159108, 0.093198, -0.195286, 0.0618885, -0.327777, 0.000841962, -0.385929, 0.0357718, -0.186, -0.0715632, -0.0766163, -0.0386036, 0.269827, -0.0774162, -0.223118, 0.618381, -0.178814, 0.111036, -0.657433, -0.176699, 0.177867, -0.300687, -0.0718682, 0.283239, -0.130477, -0.0570789, 0.214353, -0.0982228, 0.440616, 0.131401, 0.0322811, -0.2828, 0.283787, -0.125438, 0.157233, -0.0643167, -0.288911, 0.152539, -0.0272783, 0.492462, -0.389204, 0.087105, -0.0823956, -0.164799, -0.0441483, -0.309753, -0.115209, -0.0490836, -0.206352, -0.146466, 0.501242, 0.0140955, -0.250225
-0.173344, 0.363668, 0.17849, 0.129822, -0.198199, 0.124538, 0.0317661, 0.0339259, 0.237462, 0.151729, -0.0632627, -0.141267, 0.124104, 0.0363232, 0.333373, 0.0248597, -0.225051, -0.0199985, -0.0272807, 0.0176468, -0.112928, -0.0742559, 0.126279, -0.168764, -0.24609, 0.0516233, -0.121362, -0.349433, -0.185505, -0.0805619, -0.00107627, 0.11069, -0.324089, 0.134887, 0.11058, -0.157156, -0.0423907, 0.0435307, 0.0338858, 0.267595, 0.0977783, -0.421785, -0.0689687, 0.151905, 0.0811308, 0.0501547, -0.0886572, -0.163915, 0.0279908, -0.0377014, -0.124077, -0.1039, 0.0657332, 0.119901, 0.304696, 0.00646982, 0.133787, -0.0889311, -0.104731, -0.0570447, 0.0029077, -0.00228263, 0.0879639, -0.178119
-0.00386221, 0.478377, 0.12822, 0.191873, -0.234028, 0.260957, -0.0820859, 0.0169154, 0.130878, -0.0431225, -0.0141682, 0.118383, 0.0718978, -0.142126, 0.196653, -0.448708, -0.0744128, -0.0930145, -0.210192, -0.0712356, -0.0896913, 0.0622616, 0.052928, 0.257376, 0.0253199, -0.157353, 0.381668, -0.178269, 0.136882, -0.296207, -0.137071, 0.0350775, -0.247861, 0.0102675, 0.0662973, -0.0407746, -0.0848552, 0.1852, -0.123556, 0.100617, 0.232299, 0.0124454, 0.00797952, 0.0873072, 0.0690422, 0.00850537, 0.122807, 0.0631049, 0.0480994, -0.198463, 0.195305, -0.15378, -0.0442943, -0.125452, -0.213725, -0.00599134, -0.116663, -0.182079, 0.213231, -0.0449922, -0.0533573, 0.318473, 0.227287, -0.0134973
-0.0218561, -0.0371073, -0.0320514, -0.0263057, -0.133538, 0.0820561, 0.0135885, 0.228042, -0.031128, 0.0869546, 0.186446, 0.141315, -0.143318, 0.0540714, 0.0347137, -0.0547261, 0.000376247, 0.248315, -0.123732, 0.021878, -0.127321, -0.139444, -0.185066, 0.159557, 0.049153, -0.123945, 0.117754, -0.0624945, -0.105487, -0.0982931, 0.0566224, 0.000954893, -0.165317, -0.00104301, -0.0857445, -0.0520723, -0.0429345, 0.0374446, 0.236455, -0.0829691, 0.0858116, -0.0230181, -0.163113, 0.0422247, -0.111506, -0.0577537, -0.0288254, -0.140213, 0.0682967, -0.0734036, -0.0696986, 0.122068, -0.0369672, -0.130428, 0.0526133, -0.0184449, -0.154146, -0.024695, 0.0386585, -0.0321319, -0.0420818, 0.0340626, -0.124454, -0.0396235
